Zotu1197;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Paenibacillaceae,g:Brevibacillus
Zotu1198;d:Bacteria,p:Bacillota,c:Bacilli
Zotu1199;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae
Zotu12;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Maribacter
Zotu120;d:Bacteria,p:Pseudomonadota,c:Deltaproteobacteria,o:Myxococcales,f:Nannocystineae,g:Nannocystaceae
Zotu1200;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Gammaproteobacteria_incertae_sedis,f:Marinicella
Zotu1201;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria
Zotu1202;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales
Zotu1203;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1204;d:Bacteria
Zotu1205;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1206;d:Bacteria,p:Bacillota,c:Bacilli
Zotu1207;d:Bacteria,p:Bacillota,c:Bacilli
Zotu1208;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1209;d:Bacteria,p:Bacillota,c:Bacilli
Zotu121;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Alteromonas
Zotu1210;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Enterobacterales,f:Enterobacteriaceae
Zotu1211;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria
Zotu1212;d:Bacteria,p:Bacillota,c:Bacilli
Zotu1213;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas
Zotu1214;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1215;d:Bacteria,p:Bacillota,c:Bacilli
Zotu1216;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1217;d:Bacteria,p:Bacillota,c:Bacilli
Zotu1218;d:Bacteria,p:Bacillota,c:Bacilli
Zotu1219;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Muricauda
Zotu122;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Colwelliaceae,g:Colwellia
Zotu1220;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1221;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Vibrionales,f:Vibrionaceae,g:Vibrio
Zotu1222;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1223;d:Bacteria,p:Bacillota,c:Clostridia,o:Eubacteriales,f:Oscillospiraceae,g:Hydrogenoanaerobacterium
Zotu1224;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas
Zotu1225;d:Bacteria
Zotu1226;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Oceanospirillales
Zotu1227;d:Bacteria,p:Pseudomonadota
