;1;6;8;9;10;11;12;13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29;30;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96
#OTU ID;Cop_pro_D16_1_1;Cop_pro_D16_2_3;Cop_pro_D16_3_2;Cop_pro_D16_3_3;Cop_pro_D16_4_1;Cop_pro_D16_4_2;Cop_pro_D16_4_3;Cop_ctr_D16_1_1;Cop_ctr_D16_1_2;Cop_ctr_D16_1_3;Cop_ctr_D16_2_1;Cop_ctr_D16_2_2;Cop_ctr_D16_3_1;Cop_ctr_D16_3_2;Cop_ctr_D16_3_3;Cop_ctr_D16_4_1;Cop_ctr_D16_4_2;Cop_ctr_D16_4_3;Prob_D16_1;Prob_D16_2;Prob_D16_3;Alg_D16_1;Alg_D16_2;Alg_D16_3;Cop_pro_D21_1_1;Cop_pro_D21_1_2;Cop_pro_D21_1_3;Cop_pro_D21_2_1;Cop_pro_D21_2_2;Cop_pro_D21_2_3;Cop_pro_D21_3_1;Cop_pro_D21_3_2;Cop_pro_D21_3_3;Cop_pro_D21_4_1;Cop_pro_D21_4_2;Cop_pro_D21_4_3;Cop_ctr_D21_1_1;Cop_ctr_D21_1_2;Cop_ctr_D21_1_3;Cop_ctr_D21_2_1;Cop_ctr_D21_2_2;Cop_ctr_D21_2_3;Cop_ctr_D21_3_1;Cop_ctr_D21_3_2;Cop_ctr_D21_3_3;Cop_ctr_D21_4_1;Cop_ctr_D21_4_2;Cop_ctr_D21_4_3;Prob_D21_1;Prob_D21_2;Prob_D21_3;Alg_D21_1;Alg_D21_2;Alg_D21_3;Cop_pro_D24_1_1;Cop_pro_D24_1_2;Cop_pro_D24_1_3;Cop_pro_D24_2_1;Cop_pro_D24_2_2;Cop_pro_D24_2_3;Cop_pro_D24_3_1;Cop_pro_D24_3_2;Cop_pro_D24_3_3;Cop_pro_D24_4_1;Cop_pro_D24_4_2;Cop_pro_D24_4_3;Cop_ctr_D24_1_1;Cop_ctr_D24_1_2;Cop_ctr_D24_1_3;Cop_ctr_D24_2_1;Cop_ctr_D24_2_2;Cop_ctr_D24_2_3;Cop_ctr_D24_3_1;Cop_ctr_D24_3_2;Cop_ctr_D24_3_3;Cop_ctr_D24_4_1;Cop_ctr_D24_4_2;Cop_ctr_D24_4_3;Prob_D24_1;Prob_D24_2;Prob_D24_3;Alg_D24_1;Alg_D24_2;Alg_D24_3
Zotu1897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3
Zotu1898;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu19;0;29;1;1;0;0;3;10;342;4;5;28;452;169;129;9015;59;37;0;0;3;0;1;16;2;0;1;1;1;0;0;12;1;0;1;1;0;0;3;18;0;5;1;32;119;0;2;18;1;0;0;0;2;0;2;13;2;0;2;4;1;3;0;40;0;2;302;97;153;2;18;51;426;2;35;0;2;0;0;15;0;0;0;0
Zotu190;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;2;0;6;61;106;0;0;0;0;1;0;0;0;1;0;0;1;0;2;0;35;33;29;0;0;0;0;1;0;1;2;4;186;94;95;0;0;0;0;0;0;0;0;0
Zotu1900;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;6;4;2;6;2;2;3;3;4;4;0;2;0;1;1;2;2;2;1;1;9;0;0;0;0;0;0;0;0;10;9;11;1;0;0;1;1;0;0;4;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;12;17;14
Zotu1901;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1902;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1903;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
Zotu1905;2;0;3;6;0;1;0;0;0;0;0;1;0;2;0;0;0;3;0;0;3;40;113;68;3;9;7;3;3;5;1;2;1;3;3;5;1;12;1;10;4;14;6;2;4;5;17;3;0;0;0;5;9;13;2;2;1;0;1;0;6;1;0;3;1;2;9;1;7;17;2;0;1;7;6;6;3;1;0;0;0;28;31;23
Zotu1906;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1909;13;5;9;7;7;3;4;26;4;11;51;54;40;15;33;1;14;36;1;1;0;0;0;4;0;7;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;3;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;9;2;10;1;0;0;0;0;0;0;0;0
Zotu191;39;1;0;0;14;17;0;12;9;19;4;2;4;5;6;2;35;7;0;0;0;1;0;1;6;1;1;0;3;2;3;0;7;4;3;1;3;3;6;3;6;7;11;7;17;34;11;19;1;0;0;1;0;0;10;13;0;3;1;2;0;0;4;31;27;2;15;11;7;34;23;81;58;18;19;4;14;5;0;0;0;0;0;0
Zotu1910;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
Zotu1911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1912;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;3;2;2;0;0;1;4;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;7;2;3;0;2;1;2;0;0;1;0;0;0;1;2;3;3;0;0;0;0;0;0;0
Zotu1913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Zotu1914;1;1;0;2;0;0;1;1;1;0;1;6;0;0;0;0;0;0;0;0;1;24;66;50;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;49;54;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;1;1;0;0;128;108;91
Zotu1915;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Zotu1917;0;2;3;4;1;1;0;0;0;1;2;0;0;1;0;0;0;0;1;4;2;1;3;2;58;52;82;60;69;55;127;149;114;61;57;81;19;37;32;30;33;14;21;7;26;69;41;26;2;5;1;0;1;1;5;1;2;8;10;6;96;7;15;13;9;14;10;13;11;12;7;4;30;18;30;43;60;25;6;8;0;4;2;0
Zotu1919;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu192;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;14;35;0;1;0;0;1;4;11;5;0;1;6;6;6;3;15;2;0;1;2;0;0;1;0;0;36;171;171
Zotu1920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;22;33;1;2;0;2;1;1;4;7;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;1;3;13;3;22;5;5;2;4;9;3;0;1;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0
Zotu1921;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;5
Zotu1922;2;9;8;4;2;1;1;0;0;1;3;0;2;0;0;0;3;5;0;0;0;6;7;8;7;11;8;4;4;3;14;9;8;5;15;9;4;10;6;28;26;20;6;0;2;4;1;0;0;0;1;0;0;3;6;4;2;9;20;5;8;10;6;5;9;45;17;11;9;40;161;10;6;14;20;21;14;10;2;0;0;1;0;1
Zotu1923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Zotu1924;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;3;4;1;2;4;2;7;2;3;5;7;1;3;4;0;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;2;0;0;1;5;1;3;0;0;0;0;0;0;0;0
Zotu1925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Zotu1926;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;2;3;5;11;25;13;11;14;16;40;34;32;25;25;24;13;12;29;4;8;3;17;5;1;18;13;7;0;0;1;9;11;18;0;1;1;0;1;2;4;2;1;2;0;0;2;3;1;2;1;1;11;7;4;6;4;0;0;0;1;6;12;7
Zotu1927;0;0;0;0;0;0;0;0;0;4;4;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1928;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;2;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5
Zotu1929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu193;1;9;12;2;7;3;7;13;1;7;2;8;5;4;13;0;389;54;0;2;1;1;3;3;28;47;31;27;22;8;27;41;30;10;19;26;8;33;33;18;11;60;8;26;19;1;28;2;3;1;0;1;0;1;1;1;1;7;0;1;5;6;4;0;3;0;12;4;15;15;20;3;45;53;46;19;5;2;1;0;0;15;2;11
Zotu1930;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;18;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;9;15;0;0;0
Zotu1931;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18;6;1;14;1;0;2;1;2;1;49;0;6;2;1;1;3;0;28;8;0;13;9;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;4;3;9;2;0;1;0;0;0;0;0;0
Zotu1932;1;2;0;1;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;10;30;17;0;2;0;0;0;0;1;0;0;0;1;0;2;2;1;1;1;2;1;0;0;0;0;0;0;1;0;8;15;24;1;0;0;1;0;0;7;0;0;0;0;0;2;2;0;3;11;1;3;3;2;2;2;1;0;0;0;51;52;32
Zotu1933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Zotu1934;30;106;14;36;16;41;32;0;0;1;6;0;14;1;2;0;1;3;0;0;1;1;0;0;0;1;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;3;0;0;0;0;0;0;0;1;0;7;0;93;2;0;0;0;2;0;1;0;0;0;0;0;0
Zotu1935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1936;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1937;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;5;11
Zotu1938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;0
Zotu1939;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;4;0;0;0
Zotu194;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;2;0;1;1;1;1;0;7;26;22;1;1;4;4;2;10;10;32;17;0;19;6;68;12;54;10;8;5;5;17;21;0;0;0;1;0;1;42;15;13;10;9;7;270;60;57;10;19;65;35;12;9;82;6;16;0;20;7;27;15;3;0;0;0;0;0;0
Zotu1940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Zotu1941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Zotu1942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1943;20;170;109;213;66;41;63;56;33;36;166;49;135;360;115;16;112;393;0;3;0;5;1;1;2;16;12;0;5;0;1;1;0;2;3;6;1;4;0;1;0;7;0;17;13;2;0;3;1;1;0;0;2;1;8;5;0;10;30;12;7;8;6;8;15;23;6;5;11;15;35;51;48;39;129;20;6;1;0;0;0;3;0;0
Zotu1944;0;8;19;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1945;12;11;9;9;5;5;3;0;2;0;5;1;3;2;2;1;1;5;3;9;3;12;13;33;23;59;92;25;19;46;10;13;12;66;47;33;4;46;16;125;32;147;25;14;15;6;23;10;1;4;1;3;1;1;26;9;11;66;100;33;70;68;70;80;75;214;111;22;43;170;24;31;13;35;28;26;14;7;0;0;1;1;0;0
Zotu1946;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;2;3;3;0;3;0;0;8;4;4;3;2;12;1;2;1;12;0;3;0;0;5;11;7;2;1;0;0;11;14;16
Zotu1947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1948;0;0;2;0;0;0;0;0;0;0;3;0;12;10;2;22;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;1;1;0;11;0;2;0;0;0;0;0;0;0;0;0
Zotu1949;3;1;80;33;1;7;13;2;6;8;2;76;3;6;4;1;48;6;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu195;0;0;0;1;1;0;0;1;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;9;1;0;0;1;0;0;3;3;3;3;0;1;1;21;2;31;1;1;0;2;10;24;0;0;0;0;0;0;1;4;0;0;0;1;5;4;3;9;12;7;18;28;18;104;18;77;4;7;11;22;58;55;0;0;1;0;0;0
Zotu1950;0;1;2;1;0;0;0;0;0;0;0;6;0;1;0;0;3;0;0;1;0;0;1;2;0;5;2;0;0;1;0;1;1;1;0;1;3;3;1;7;4;5;4;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;1;0;9;2;1;0;0;1;7;2;1;6;13;0;8;5;5;55;41;8;0;1;0;5;4;6
Zotu1951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2;1;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;5;1;2;0;1;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1953;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;0;0
Zotu1955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;1;0;0;3;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1956;1;2;13;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;3;5
Zotu1957;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu1958;13;87;48;55;12;7;11;4;3;2;14;3;7;15;4;1;6;46;1;15;2;12;5;12;69;120;145;125;51;115;154;141;79;178;150;81;66;133;66;113;55;74;86;43;31;11;13;10;1;2;1;5;1;3;9;1;1;83;74;88;67;55;59;27;34;146;36;11;10;63;20;19;54;56;98;38;31;5;1;0;1;4;0;1
Zotu1959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu196;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;188;162;142;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;148;184;109;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;178;161;212;2;0;0
Zotu1960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Zotu1961;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;3;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;34;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;30;15;34;0;0;0
